//https://unicode.org/Public/emoji/14.0/emoji-sequences.
Emoji
1F973
1F977
1F979
1F97A
1F97B
1F97C
1F980
1F985
1F992
1F998
1F9A3
1F9A5
1F9AB
1F9AE
1F9B0
1F9BA
1F9C0
1F9C1
1F9C3
1F9CB
1F9CC
1F9CD
1F9D0
1F9E7
1FA70
1FA74
1FA78
1FA7B
1FA80
1FA83
1FA90
1FA96
1FAA9
1FAB0
1FAB7
1FAC0
1FAC3
1FAD0
1FAD7
1FAE0
1FAF0
00A9 
00AE 
203C 
2049 
2122 
2139 
2194 
2195 
2196 
2197 
2198 
2199 
21A9 
21AA 
2328 
23CF 
23ED 
23EE 
23EF 
23F1 
23F2 
23F8 
23F9 
23FA 
24C2 
25AA 
25AB 
25B6 
25C0 
25FB 
25FC 
2600 
2601 
2602 
2603 
2604 
260E 
2611 
2618 
261D 
2620 
2622 
2623 
2626 
262A 
262E 
262F 
2638 
2639 
263A 
2640 
2642 
265F 
2660 
2663 
2665 
2666 
2668 
267B 
267E 
2692 
2694 
2695 
2696 
2697 
2699 
269B 
269C 
26A0 
26A7 
26B0 
26B1 
26C8 
26CF 
26D1 
26D3 
26E9 
26F0 
26F1 
26F4 
26F7 
26F8 
26F9 
2702 
2708 
2709 
270C 
270D 
270F 
2712 
2714 
2716 
271D 
2721 
2733 
2734 
2744 
2747 
2763 
2764 
27A1 
2934 
2935 
2B05 
2B06 
2B07 
3030 
303D 
3297 
3299 
1F170
1F171
1F17E
1F17F
1F202
1F237
1F321
1F324
1F325
1F326
1F327
1F328
1F329
1F32A
1F32B
1F32C
1F336
1F37D
1F396
1F397
1F399
1F39A
1F39B
1F39E
1F39F
1F3CB
1F3CC
1F3CD
1F3CE
1F3D4
1F3D5
1F3D6
1F3D7
1F3D8
1F3D9
1F3DA
1F3DB
1F3DC
1F3DD
1F3DE
1F3DF
1F3F3
1F3F5
1F3F7
1F43F
1F441
1F4FD
1F549
1F54A
1F56F
1F570
1F573
1F574
1F575
1F576
1F577
1F578
1F579
1F587
1F58A
1F58B
1F58C
1F58D
1F590
1F5A5
1F5A8
1F5B1
1F5B2
1F5BC
1F5C2
1F5C3
1F5C4
1F5D1
1F5D2
1F5D3
1F5DC
1F5DD
1F5DE
1F5E1
1F5E3
1F5E8
1F5EF
1F5F3
1F5FA
1F6CB
1F6CD
1F6CE
1F6CF
1F6E0
1F6E1
1F6E2
1F6E3
1F6E4
1F6E5
1F6E9
1F6F0
1F6F3

# Tot

# ===

# Emo

0023 
002A 
0030 
0031 
0032 
0033 
0034 
0035 
0036 
0037 
0038 
0039 

# Tot

# ===

# RGI
# See

1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E6
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E7
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E8
1F1E9
1F1E9
1F1E9
1F1E9
1F1E9
1F1E9
1F1E9
1F1EA
1F1EA
1F1EA
1F1EA
1F1EA
1F1EA
1F1EA
1F1EA
1F1EA
1F1EB
1F1EB
1F1EB
1F1EB
1F1EB
1F1EB
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1EC
1F1ED
1F1ED
1F1ED
1F1ED
1F1ED
1F1ED
1F1EE
1F1EE
1F1EE
1F1EE
1F1EE
1F1EE
1F1EE
1F1EE
1F1EE
1F1EE
1F1EE
1F1EF
1F1EF
1F1EF
1F1EF
1F1F0
1F1F0
1F1F0
1F1F0
1F1F0
1F1F0
1F1F0
1F1F0
1F1F0
1F1F0
1F1F0
1F1F1
1F1F1
1F1F1
1F1F1
1F1F1
1F1F1
1F1F1
1F1F1
1F1F1
1F1F1
1F1F1
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F2
1F1F3
1F1F3
1F1F3
1F1F3
1F1F3
1F1F3
1F1F3
1F1F3
1F1F3
1F1F3
1F1F3
1F1F3
1F1F4
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F5
1F1F6
1F1F7
1F1F7
1F1F7
1F1F7
1F1F7
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F8
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1F9
1F1FA
1F1FA
1F1FA
1F1FA
1F1FA
1F1FA
1F1FA
1F1FB
1F1FB
1F1FB
1F1FB
1F1FB
1F1FB
1F1FB
1F1FC
1F1FC
1F1FD
1F1FE
1F1FE
1F1FF
1F1FF
1F1FF
1F3F4
1F3F4
1F3F4
261D 
261D 
261D 
261D 
261D 
26F9 
26F9 
26F9 
26F9 
26F9 
270A 
270A 
270A 
270A 
270A 
270B 
270B 
270B 
270B 
270B 
270C 
270C 
270C 
270C 
270C 
270D 
270D 
270D 
270D 
270D 
1F385
1F385
1F385
1F385
1F385
1F3C2
1F3C2
1F3C2
1F3C2
1F3C2
1F3C3
1F3C3
1F3C3
1F3C3
1F3C3
1F3C4
1F3C4
1F3C4
1F3C4
1F3C4
1F3C7
1F3C7
1F3C7
1F3C7
1F3C7
1F3CA
1F3CA
1F3CA
1F3CA
1F3CA
1F3CB
1F3CB
1F3CB
1F3CB
1F3CB
1F3CC
1F3CC
1F3CC
1F3CC
1F3CC
1F442
1F442
1F442
1F442
1F442
1F443
1F443
1F443
1F443
1F443
1F446
1F446
1F446
1F446
1F446
1F447
1F447
1F447
1F447
1F447
1F448
1F448
1F448
1F448
1F448
1F449
1F449
1F449
1F449
1F449
1F44A
1F44A
1F44A
1F44A
1F44A
1F44B
1F44B
1F44B
1F44B
1F44B
1F44C
1F44C
1F44C
1F44C
1F44C
1F44D
1F44D
1F44D
1F44D
1F44D
1F44E
1F44E
1F44E
1F44E
1F44E
1F44F
1F44F
1F44F
1F44F
1F44F
1F450
1F450
1F450
1F450
1F450
1F466
1F466
1F466
1F466
1F466
1F467
1F467
1F467
1F467
1F467
1F468
1F468
1F468
1F468
1F468
1F469
1F469
1F469
1F469
1F469
1F46B
1F46B
1F46B
1F46B
1F46B
1F46C
1F46C
1F46C
1F46C
1F46C
1F46D
1F46D
1F46D
1F46D
1F46D
1F46E
1F46E
1F46E
1F46E
1F46E
1F470
1F470
1F470
1F470
1F470
1F471
1F471
1F471
1F471
1F471
1F472
1F472
1F472
1F472
1F472
1F473
1F473
1F473
1F473
1F473
1F474
1F474
1F474
1F474
1F474
1F475
1F475
1F475
1F475
1F475
1F476
1F476
1F476
1F476
1F476
1F477
1F477
1F477
1F477
1F477
1F478
1F478
1F478
1F478
1F478
